ID,PERMI,  PERMIT_TYPE
1659070,100100035,PERMIT - ELECTRIC WIRING
1659071,100100036,PERMIT - ELECTRIC WIRING
1659075,100100039,PERMIT - ELECTRIC WIRING
1659076,100100040,PERMIT - EASY PERMIT PROCESS
1659077,100100041,PERMIT - EASY PERMIT PROCESS
1659081,100100043,PERMIT - EASY PERMIT PROCESS
1659082,100100044,PERMIT - RENOVATION/ALTERATION
1659083,100100045,PERMIT - ELECTRIC WIRING
1659084,100100046,PERMIT - EASY PERMIT PROCESS
1659085,100100047,PERMIT - ELECTRIC WIRING
1659087,100100048,PERMIT - ELECTRIC WIRING
1659089,100100049,PERMIT - EASY PERMIT PROCESS
1659090,100100050,PERMIT - EASY PERMIT PROCESS
1659091,100100051,PERMIT - EASY PERMIT PROCESS
1659094,100100054,PERMIT - ELECTRIC WIRING
1659325,100100209,PERMIT - ELECTRIC WIRING
1659096,100100055,PERMIT - EASY PERMIT PROCESS
1659097,100100056,PERMIT - EASY PERMIT PROCESS
1659098,100100057,PERMIT - ELECTRIC WIRING
1659100,100100058,PERMIT - ELECTRIC WIRING
1659101,100100059,PERMIT - ELECTRIC WIRING
1659103,100100060,PERMIT - EASY PERMIT PROCESS
1659105,100100062,PERMIT - WRECKING/DEMOLITION
1659106,100100063,PERMIT - PORCH CONSTRUCTION
1659107,100100064,PERMIT - ELECTRIC WIRING
1659109,100100065,PERMIT - ELECTRIC WIRING
1659111,100100066,PERMIT - RENOVATION/ALTERATION
1659112,100100067,PERMIT - ELECTRIC WIRING
1659113,100100068,PERMIT - SIGNS
1659115,100100069,PERMIT - RENOVATION/ALTERATION
1659116,100100070,PERMIT - ELECTRIC WIRING
1659117,100100071,PERMIT - ELECTRIC WIRING
1659118,100100072,PERMIT - ELECTRIC WIRING
1659119,100100073,PERMIT - ELECTRIC WIRING
1659120,100100074,PERMIT - ELECTRIC WIRING
1659122,100100075,PERMIT - NEW CONSTRUCTION
1659123,100100076,PERMIT - ELECTRIC WIRING
1659125,100100077,PERMIT - ELECTRIC WIRING
1659126,100100078,PERMIT - ELECTRIC WIRING
1659127,100100079,PERMIT - ELECTRIC WIRING
1659129,100100080,PERMIT - SIGNS
1659131,100100082,PERMIT - ELECTRIC WIRING
1659134,100100083,PERMIT - EASY PERMIT PROCESS
1659137,100100085,PERMIT - ELECTRIC WIRING
1659139,100100086,PERMIT - ELECTRIC WIRING
1659141,100100087,PERMIT - EASY PERMIT PROCESS
1659143,100100088,PERMIT - ELECTRIC WIRING
1659144,100100089,PERMIT - EASY PERMIT PROCESS
1659147,100100091,PERMIT - PORCH CONSTRUCTION
1659148,100100092,PERMIT - EASY PERMIT PROCESS
1659153,100100094,PERMIT - RENOVATION/ALTERATION
1659154,100100095,PERMIT - RENOVATION/ALTERATION
1659159,100100096,PERMIT - EASY PERMIT PROCESS
1659160,100100097,PERMIT - EASY PERMIT PROCESS
1659163,100100098,PERMIT - ELECTRIC WIRING
1659164,100100099,PERMIT - EASY PERMIT PROCESS
1659165,100100100,PERMIT - ELECTRIC WIRING
1659168,100100102,PERMIT - EASY PERMIT PROCESS
1659169,100100103,PERMIT - ELECTRIC WIRING
1659172,100100104,PERMIT - ELECTRIC WIRING
1659174,100100105,PERMIT - ELECTRIC WIRING
1659175,100100106,PERMIT - ELECTRIC WIRING
1659176,100100107,PERMIT - ELECTRIC WIRING
1659179,100100109,PERMIT - RENOVATION/ALTERATION
1659180,100100110,PERMIT - PORCH CONSTRUCTION
1659181,100100111,PERMIT - EASY PERMIT PROCESS
1659182,100100112,PERMIT - RENOVATION/ALTERATION
1659184,100100113,PERMIT - ELECTRIC WIRING
1659186,100100114,PERMIT - EASY PERMIT PROCESS
1659187,100100115,PERMIT - PORCH CONSTRUCTION
1659188,100100116,PERMIT - EASY PERMIT PROCESS
1659189,100100117,PERMIT - ELECTRIC WIRING
1659190,100100118,PERMIT - EASY PERMIT PROCESS
1659193,100100121,PERMIT - RENOVATION/ALTERATION
1659194,100100122,PERMIT - NEW CONSTRUCTION
1659195,100100123,PERMIT - RENOVATION/ALTERATION
1659196,100100124,PERMIT - PORCH CONSTRUCTION
1659197,100100125,PERMIT - RENOVATION/ALTERATION
1659198,100100126,PERMIT - ELECTRIC WIRING
1659199,100100127,PERMIT - EASY PERMIT PROCESS
1659200,100100128,PERMIT - EASY PERMIT PROCESS
1659201,100100129,PERMIT - EASY PERMIT PROCESS
1659203,100100130,PERMIT - RENOVATION/ALTERATION
1659204,100100131,PERMIT - RENOVATION/ALTERATION
1659205,100100132,PERMIT - ELECTRIC WIRING
1659206,100100133,PERMIT - ELECTRIC WIRING
1659207,100100134,PERMIT - PORCH CONSTRUCTION
1659208,100100135,PERMIT - ELECTRIC WIRING
1659209,100100136,PERMIT - ELECTRIC WIRING
1659210,100100137,PERMIT - ELECTRIC WIRING
1659211,100100138,PERMIT - ELECTRIC WIRING
1659212,100100139,PERMIT - ELECTRIC WIRING
1659213,100100140,PERMIT - ELECTRIC WIRING
1659214,100100141,PERMIT - ELECTRIC WIRING
1659215,100100142,PERMIT - NEW CONSTRUCTION
1659217,100100144,PERMIT - RENOVATION/ALTERATION
1659233,100100145,PERMIT - RENOVATION/ALTERATION
1659234,100100146,PERMIT - RENOVATION/ALTERATION
1659282,100100168,PERMIT - NEW CONSTRUCTION
1659283,100100169,PERMIT - NEW CONSTRUCTION
1659286,100100171,PERMIT - NEW CONSTRUCTION
1659356,100100224,PERMIT - EASY PERMIT PROCESS
1659289,100100172,PERMIT - RENOVATION/ALTERATION
1659290,100100173,PERMIT - NEW CONSTRUCTION
1659292,100100174,PERMIT - RENOVATION/ALTERATION
1659293,100100175,PERMIT - RENOVATION/ALTERATION
1659294,100100176,PERMIT - EASY PERMIT PROCESS
1659295,100100177,PERMIT - ELECTRIC WIRING
1659296,100100178,PERMIT - EASY PERMIT PROCESS
1659298,100100179,PERMIT - ELECTRIC WIRING
1659303,100100183,PERMIT - EASY PERMIT PROCESS
1659444,100100281,PERMIT - ELEVATOR EQUIPMENT
1659304,100100184,PERMIT - EASY PERMIT PROCESS
1659305,100100185,PERMIT - ELECTRIC WIRING
1659306,100100186,PERMIT - ELECTRIC WIRING
1659307,100100187,PERMIT - EASY PERMIT PROCESS
1659311,100100190,PERMIT - ELECTRIC WIRING
1659312,100100191,PERMIT - EASY PERMIT PROCESS
1659313,100100192,PERMIT - ELECTRIC WIRING
1659315,100100194,PERMIT - EASY PERMIT PROCESS
1659316,100100195,PERMIT - ELECTRIC WIRING
1659317,100100196,PERMIT - ELECTRIC WIRING
1659318,100100197,PERMIT - REINSTATE REVOKED PMT
1659319,100100198,PERMIT - RENOVATION/ALTERATION
1659321,100100200,PERMIT - ELECTRIC WIRING
1659324,100100208,PERMIT - EASY PERMIT PROCESS
1659333,100100212,PERMIT - EASY PERMIT PROCESS
1659339,100100214,PERMIT - EASY PERMIT PROCESS
1659340,100100215,PERMIT - RENOVATION/ALTERATION
1659342,100100216,PERMIT - ELECTRIC WIRING
1659348,100100218,PERMIT - EASY PERMIT PROCESS
1659350,100100219,PERMIT - EASY PERMIT PROCESS
1659351,100100220,PERMIT - ELECTRIC WIRING
1659352,100100221,PERMIT - EASY PERMIT PROCESS
1659353,100100222,PERMIT - ELECTRIC WIRING
1659355,100100223,PERMIT - RENOVATION/ALTERATION
1659440,100100279,PERMIT - ELEVATOR EQUIPMENT
1659357,100100225,PERMIT - EASY PERMIT PROCESS
1659358,100100226,PERMIT - ELECTRIC WIRING
1659360,100100228,PERMIT - ELEVATOR EQUIPMENT
1659361,100100229,PERMIT - ELECTRIC WIRING
1659362,100100230,PERMIT - PORCH CONSTRUCTION
1659364,100100231,PERMIT - EASY PERMIT PROCESS
1659366,100100233,PERMIT - EASY PERMIT PROCESS
1659367,100100234,PERMIT - ELEVATOR EQUIPMENT
1659369,100100235,PERMIT - ELECTRIC WIRING
1659370,100100236,PERMIT - RENOVATION/ALTERATION
1659371,100100237,PERMIT - EASY PERMIT PROCESS
1659372,100100238,PERMIT - ELEVATOR EQUIPMENT
1659373,100100239,PERMIT - ELECTRIC WIRING
1659376,100100240,PERMIT - EASY PERMIT PROCESS
1659378,100100242,PERMIT - EASY PERMIT PROCESS
1659380,100100243,PERMIT - ELECTRIC WIRING
1659381,100100244,PERMIT - EASY PERMIT PROCESS
1659385,100100245,PERMIT - WRECKING/DEMOLITION
1659386,100100246,PERMIT - EASY PERMIT PROCESS
1659388,100100247,PERMIT - ELECTRIC WIRING
1659390,100100248,PERMIT - EASY PERMIT PROCESS
1659393,100100249,PERMIT - EASY PERMIT PROCESS
1659398,100100251,PERMIT - ELECTRIC WIRING
1659400,100100252,PERMIT - EASY PERMIT PROCESS
1659404,100100253,PERMIT - ELECTRIC WIRING
1659406,100100254,PERMIT - ELECTRIC WIRING
1659407,100100255,PERMIT - EASY PERMIT PROCESS
1659410,100100256,PERMIT - EASY PERMIT PROCESS
1659411,100100257,PERMIT - ELECTRIC WIRING
1659412,100100258,PERMIT - EASY PERMIT PROCESS
1659414,100100259,PERMIT - EASY PERMIT PROCESS
1659415,100100260,PERMIT - EASY PERMIT PROCESS
1659416,100100261,PERMIT - ELEVATOR EQUIPMENT
1659419,100100262,PERMIT - RENOVATION/ALTERATION
1659423,100100264,PERMIT - ELECTRIC WIRING
1659424,100100265,PERMIT - PORCH CONSTRUCTION
1659425,100100266,PERMIT - RENOVATION/ALTERATION
1659442,100100280,PERMIT - NEW CONSTRUCTION
1659426,100100267,PERMIT - NEW CONSTRUCTION
1659427,100100268,PERMIT - ELECTRIC WIRING
1659430,100100270,PERMIT - EASY PERMIT PROCESS
1659431,100100271,PERMIT - ELECTRIC WIRING
1659432,100100272,PERMIT - RENOVATION/ALTERATION
1659433,100100273,PERMIT - ELECTRIC WIRING
1659434,100100274,PERMIT - EASY PERMIT PROCESS
1659435,100100275,PERMIT - EASY PERMIT PROCESS
1659436,100100276,PERMIT - ELEVATOR EQUIPMENT
1659437,100100277,PERMIT - NEW CONSTRUCTION
1659439,100100278,PERMIT - EASY PERMIT PROCESS
1659446,100100283,PERMIT - RENOVATION/ALTERATION
1659449,100100286,PERMIT - RENOVATION/ALTERATION
1659451,100100287,PERMIT - ELECTRIC WIRING
1659452,100100288,PERMIT - NEW CONSTRUCTION
1659453,100100289,PERMIT - ELECTRIC WIRING
1659454,100100290,PERMIT - ELECTRIC WIRING
1659455,100100291,PERMIT - PORCH CONSTRUCTION
1659456,100100292,PERMIT - ELECTRIC WIRING
1659457,100100293,PERMIT - ELECTRIC WIRING
1659458,100100294,PERMIT - PORCH CONSTRUCTION
1659459,100100295,PERMIT - EASY PERMIT PROCESS
1659460,100100296,PERMIT - ELECTRIC WIRING
1659461,100100297,PERMIT - PORCH CONSTRUCTION
1659463,100100298,PERMIT - EASY PERMIT PROCESS
1659464,100100299,PERMIT - RENOVATION/ALTERATION
1659465,100100300,PERMIT - ELEVATOR EQUIPMENT
1659467,100100301,PERMIT - NEW CONSTRUCTION
1659478,100100308,PERMIT - ELEVATOR EQUIPMENT
1659479,100100309,PERMIT - EASY PERMIT PROCESS
1659482,100100311,PERMIT - EASY PERMIT PROCESS
1659484,100100313,PERMIT - ELEVATOR EQUIPMENT
1659486,100100315,PERMIT - ELECTRIC WIRING
1659487,100100316,PERMIT - ELEVATOR EQUIPMENT
1659488,100100317,PERMIT - ELECTRIC WIRING
1659489,100100318,PERMIT - NEW CONSTRUCTION
1659490,100100319,PERMIT - ELEVATOR EQUIPMENT
1659491,100100320,PERMIT - EASY PERMIT PROCESS
1659492,100100321,PERMIT - ELECTRIC WIRING
1659493,100100322,PERMIT - ELECTRIC WIRING
1659494,100100323,PERMIT - ELECTRIC WIRING
1659497,100100324,PERMIT - EASY PERMIT PROCESS
1659498,100100325,PERMIT - ELECTRIC WIRING
1659499,100100326,PERMIT - ELECTRIC WIRING
1659501,100100328,PERMIT - EASY PERMIT PROCESS
1659505,100100330,PERMIT - WRECKING/DEMOLITION
1659506,100100331,PERMIT - EASY PERMIT PROCESS
1659507,100100332,PERMIT - EASY PERMIT PROCESS
1659509,100100333,PERMIT - ELECTRIC WIRING
1659511,100100334,PERMIT - ELECTRIC WIRING
1659516,100100336,PERMIT - EASY PERMIT PROCESS
1659519,100100337,PERMIT - ELEVATOR EQUIPMENT
1659524,100100339,PERMIT - EASY PERMIT PROCESS
1659525,100100340,PERMIT - ELEVATOR EQUIPMENT
1659527,100100341,PERMIT - RENOVATION/ALTERATION
1659529,100100343,PERMIT - EASY PERMIT PROCESS
1659530,100100344,PERMIT - EASY PERMIT PROCESS
1659535,100100345,PERMIT - RENOVATION/ALTERATION
1659536,100100346,PERMIT - ELECTRIC WIRING
1659537,100100347,PERMIT - ELEVATOR EQUIPMENT
1659538,100100348,PERMIT - ELECTRIC WIRING
1659541,100100349,PERMIT - RENOVATION/ALTERATION
1659542,100100350,PERMIT - RENOVATION/ALTERATION
1659548,100100352,PERMIT - EASY PERMIT PROCESS
1659549,100100353,PERMIT - RENOVATION/ALTERATION
1659550,100100354,PERMIT - ELEVATOR EQUIPMENT
1659552,100100355,PERMIT - SCAFFOLDING
1659554,100100356,PERMIT - ELEVATOR EQUIPMENT
1659557,100100357,PERMIT - EASY PERMIT PROCESS
1659561,100100358,PERMIT - EASY PERMIT PROCESS
1659562,100100359,PERMIT - RENOVATION/ALTERATION
1659563,100100360,PERMIT - ELEVATOR EQUIPMENT
1659564,100100361,PERMIT - ELECTRIC WIRING
1659567,100100362,PERMIT - ELEVATOR EQUIPMENT
1659572,100100365,PERMIT - ELEVATOR EQUIPMENT
1659577,100100366,PERMIT - RENOVATION/ALTERATION
1659580,100100367,PERMIT - WRECKING/DEMOLITION
1659582,100100368,PERMIT - ELECTRIC WIRING
1659583,100100369,PERMIT - EASY PERMIT PROCESS
1659584,100100370,PERMIT - RENOVATION/ALTERATION
1659585,100100371,PERMIT - NEW CONSTRUCTION
1659587,100100372,PERMIT - SCAFFOLDING
1659589,100100373,PERMIT - PORCH CONSTRUCTION
1659590,100100374,PERMIT - EASY PERMIT PROCESS
1659591,100100375,PERMIT - EASY PERMIT PROCESS
1659592,100100376,PERMIT - PORCH CONSTRUCTION
1659594,100100377,PERMIT - NEW CONSTRUCTION
1659595,100100378,PERMIT - PORCH CONSTRUCTION
1659597,100100379,PERMIT - RENOVATION/ALTERATION
1659600,100100381,PERMIT - RENOVATION/ALTERATION
1659601,100100382,PERMIT - RENOVATION/ALTERATION
1659603,100100383,PERMIT - RENOVATION/ALTERATION
1659605,100100384,PERMIT - PORCH CONSTRUCTION
1659626,100100400,PERMIT - RENOVATION/ALTERATION
1659606,100100385,PERMIT - RENOVATION/ALTERATION
1659607,100100386,PERMIT - PORCH CONSTRUCTION
1659608,100100387,PERMIT - PORCH CONSTRUCTION
1659609,100100388,PERMIT - PORCH CONSTRUCTION
1659610,100100389,PERMIT - PORCH CONSTRUCTION
1659616,100100395,PERMIT - RENOVATION/ALTERATION
1659617,100100396,PERMIT - RENOVATION/ALTERATION
1659620,100100397,PERMIT - RENOVATION/ALTERATION
1659624,100100398,PERMIT - RENOVATION/ALTERATION
1659625,100100399,PERMIT - ELECTRIC WIRING
1659627,100100401,PERMIT - ELECTRIC WIRING
1659628,100100402,PERMIT - RENOVATION/ALTERATION
1659629,100100403,PERMIT - ELECTRIC WIRING
1659631,100100404,PERMIT - ELECTRIC WIRING
1659632,100100405,PERMIT - ELECTRIC WIRING
1659633,100100406,PERMIT - ELECTRIC WIRING
1659634,100100407,PERMIT - ELECTRIC WIRING
1659635,100100408,PERMIT - ELECTRIC WIRING
1659636,100100409,PERMIT - ELECTRIC WIRING
1659637,100100410,PERMIT - ELECTRIC WIRING
1659638,100100411,PERMIT - ELECTRIC WIRING
1659639,100100412,PERMIT - ELECTRIC WIRING
1659640,100100413,PERMIT - ELECTRIC WIRING
1659641,100100414,PERMIT - ELECTRIC WIRING
1659643,100100416,PERMIT - ELECTRIC WIRING
1659644,100100417,PERMIT - ELECTRIC WIRING
1659645,100100418,PERMIT - ELECTRIC WIRING
1659646,100100419,PERMIT - ELECTRIC WIRING
1659647,100100420,PERMIT - RENOVATION/ALTERATION
1659685,100100423,PERMIT - NEW CONSTRUCTION
1659701,100100427,PERMIT - ELECTRIC WIRING
1659702,100100428,PERMIT - ELECTRIC WIRING
1659708,100100429,PERMIT - ELECTRIC WIRING
1659710,100100430,PERMIT - NEW CONSTRUCTION
1659711,100100431,PERMIT - ELECTRIC WIRING
1659715,100100432,PERMIT - EASY PERMIT PROCESS
1659773,100100474,PERMIT - ELECTRIC WIRING
1659717,100100433,PERMIT - NEW CONSTRUCTION
1659719,100100435,PERMIT - ELECTRIC WIRING
1659721,100100436,PERMIT - RENOVATION/ALTERATION
1659722,100100437,PERMIT - RENOVATION/ALTERATION
1659723,100100438,PERMIT - EASY PERMIT PROCESS
1659725,100100439,PERMIT - ELECTRIC WIRING
1659727,100100441,PERMIT - EASY PERMIT PROCESS
1659728,100100442,PERMIT - EASY PERMIT PROCESS
1659730,100100443,PERMIT - NEW CONSTRUCTION
1659731,100100444,PERMIT - EASY PERMIT PROCESS
1659732,100100445,PERMIT - ELECTRIC WIRING
1659733,100100446,PERMIT - EASY PERMIT PROCESS
1659738,100100449,PERMIT - EASY PERMIT PROCESS
1659739,100100450,PERMIT - ELECTRIC WIRING
1659740,100100451,PERMIT - NEW CONSTRUCTION
1659741,100100452,PERMIT - ELECTRIC WIRING
1659743,100100453,PERMIT - ELECTRIC WIRING
1659745,100100455,PERMIT - ELECTRIC WIRING
1659746,100100456,PERMIT - ELECTRIC WIRING
1659748,100100458,PERMIT - NEW CONSTRUCTION
1659749,100100459,PERMIT - ELECTRIC WIRING
1659753,100100461,PERMIT - ELECTRIC WIRING
1659754,100100462,PERMIT - ELECTRIC WIRING
1659756,100100463,PERMIT - ELECTRIC WIRING
1659759,100100464,PERMIT - PORCH CONSTRUCTION
1659760,100100465,PERMIT - RENOVATION/ALTERATION
1659761,100100466,PERMIT - NEW CONSTRUCTION
1659762,100100467,PERMIT - EASY PERMIT PROCESS
1659763,100100468,PERMIT - EASY PERMIT PROCESS
1659765,100100469,PERMIT - EASY PERMIT PROCESS
1659767,100100470,PERMIT - ELECTRIC WIRING
1659768,100100471,PERMIT - ELECTRIC WIRING
1659770,100100472,PERMIT - EASY PERMIT PROCESS
1659771,100100473,PERMIT - PORCH CONSTRUCTION
1659775,100100475,PERMIT - ELECTRIC WIRING
1659777,100100476,PERMIT - ELECTRIC WIRING
1659778,100100477,PERMIT - EASY PERMIT PROCESS
1659779,100100478,PERMIT - EASY PERMIT PROCESS
1659780,100100479,PERMIT - EASY PERMIT PROCESS
1659781,100100480,PERMIT - ELECTRIC WIRING
1659783,100100481,PERMIT - EASY PERMIT PROCESS
1659794,100100482,PERMIT - ELECTRIC WIRING
1659796,100100484,PERMIT - ELECTRIC WIRING
1659799,100100486,PERMIT - NEW CONSTRUCTION
1659800,100100487,PERMIT - EASY PERMIT PROCESS
1659810,100100488,PERMIT - RENOVATION/ALTERATION
1659811,100100489,PERMIT - RENOVATION/ALTERATION
1659814,100100491,PERMIT - PORCH CONSTRUCTION
1659819,100100493,PERMIT - ELECTRIC WIRING
1659822,100100495,PERMIT - ELECTRIC WIRING
1659823,100100496,PERMIT - NEW CONSTRUCTION
1659825,100100497,PERMIT - EASY PERMIT PROCESS
1659826,100100498,PERMIT - EASY PERMIT PROCESS
1659829,100100499,PERMIT - ELECTRIC WIRING
1659830,100100500,PERMIT - RENOVATION/ALTERATION
1659832,100100501,PERMIT - ELECTRIC WIRING
1659834,100100502,PERMIT - EASY PERMIT PROCESS
1659835,100100503,PERMIT - PORCH CONSTRUCTION
1659836,100100504,PERMIT - ELECTRIC WIRING
1659837,100100505,PERMIT - ELECTRIC WIRING
1659838,100100506,PERMIT - EASY PERMIT PROCESS
1659839,100100507,PERMIT - ELECTRIC WIRING
1659841,100100508,PERMIT - ELECTRIC WIRING
1659842,100100509,PERMIT - RENOVATION/ALTERATION
1659845,100100511,PERMIT - ELECTRIC WIRING
1659847,100100512,PERMIT - ELECTRIC WIRING
1659848,100100513,PERMIT - WRECKING/DEMOLITION
1659849,100100514,PERMIT - ELECTRIC WIRING
1659850,100100515,PERMIT - ELECTRIC WIRING
1659851,100100516,PERMIT - ELECTRIC WIRING
1659874,100100533,PERMIT - RENOVATION/ALTERATION
1659852,100100517,PERMIT - RENOVATION/ALTERATION
1659856,100100519,PERMIT - ELECTRIC WIRING
1659857,100100520,PERMIT - ELECTRIC WIRING
1659858,100100521,PERMIT - ELECTRIC WIRING
1659859,100100522,PERMIT - ELECTRIC WIRING
1659861,100100523,PERMIT - ELECTRIC WIRING
1659863,100100524,PERMIT - ELECTRIC WIRING
1659864,100100525,PERMIT - ELECTRIC WIRING
1659865,100100526,PERMIT - EASY PERMIT PROCESS
1659867,100100527,PERMIT - NEW CONSTRUCTION
1659871,100100530,PERMIT - RENOVATION/ALTERATION
1659872,100100531,PERMIT - RENOVATION/ALTERATION
1659876,100100534,PERMIT - EASY PERMIT PROCESS
1659877,100100535,PERMIT - RENOVATION/ALTERATION
1659880,100100536,PERMIT - EASY PERMIT PROCESS
1659881,100100537,PERMIT - EASY PERMIT PROCESS
1659884,100100539,PERMIT - RENOVATION/ALTERATION
1659888,100100542,PERMIT - ELECTRIC WIRING
1659891,100100545,PERMIT - EASY PERMIT PROCESS
1659894,100100548,PERMIT - ELECTRIC WIRING
1659898,100100551,PERMIT - RENOVATION/ALTERATION
1659899,100100552,PERMIT - EASY PERMIT PROCESS
1659900,100100553,PERMIT - ELECTRIC WIRING
1659950,100100597,PERMIT - ELECTRIC WIRING
1659902,100100555,PERMIT - RENOVATION/ALTERATION
1659903,100100556,PERMIT - ELECTRIC WIRING
1659904,100100557,PERMIT - RENOVATION/ALTERATION
1659905,100100558,PERMIT - ELECTRIC WIRING
1659906,100100559,PERMIT - ELECTRIC WIRING
1659907,100100560,PERMIT - ELECTRIC WIRING
1659910,100100563,PERMIT - ELECTRIC WIRING
1659911,100100564,PERMIT - ELECTRIC WIRING
1659912,100100565,PERMIT - RENOVATION/ALTERATION
1659913,100100566,PERMIT - NEW CONSTRUCTION
1659914,100100567,PERMIT - RENOVATION/ALTERATION
1659915,100100568,PERMIT - ELECTRIC WIRING
1659952,100100598,PERMIT - ELECTRIC WIRING
1659916,100100569,PERMIT - RENOVATION/ALTERATION
1659917,100100570,PERMIT - NEW CONSTRUCTION
1659919,100100572,PERMIT - ELECTRIC WIRING
1659920,100100573,PERMIT - ELECTRIC WIRING
1659921,100100574,PERMIT - ELECTRIC WIRING
1659922,100100575,PERMIT - EASY PERMIT PROCESS
1659923,100100576,PERMIT - NEW CONSTRUCTION
1659924,100100577,PERMIT - EASY PERMIT PROCESS
1659927,100100579,PERMIT - ELECTRIC WIRING
1659929,100100580,PERMIT - WRECKING/DEMOLITION
1659930,100100581,PERMIT - EASY PERMIT PROCESS
1659931,100100582,PERMIT - ELECTRIC WIRING
1659932,100100583,PERMIT - ELECTRIC WIRING
1659933,100100584,PERMIT - ELECTRIC WIRING
1659935,100100585,PERMIT - ELECTRIC WIRING
1659936,100100586,PERMIT - ELECTRIC WIRING
1659939,100100588,PERMIT - RENOVATION/ALTERATION
1659940,100100589,PERMIT - ELECTRIC WIRING
1659941,100100590,PERMIT - ELECTRIC WIRING
1659942,100100591,PERMIT - ELECTRIC WIRING
1659944,100100592,PERMIT - ELECTRIC WIRING
1659945,100100593,PERMIT - ELECTRIC WIRING
1659947,100100594,PERMIT - ELECTRIC WIRING
1659949,100100596,PERMIT - RENOVATION/ALTERATION
1659954,100100599,PERMIT - RENOVATION/ALTERATION
1659955,100100600,PERMIT - PORCH CONSTRUCTION
1659956,100100601,PERMIT - WRECKING/DEMOLITION
1659957,100100602,PERMIT - WRECKING/DEMOLITION
1659959,100100603,PERMIT - ELECTRIC WIRING
1659961,100100604,PERMIT - RENOVATION/ALTERATION
1659964,100100605,PERMIT - EASY PERMIT PROCESS
1659965,100100606,PERMIT - EASY PERMIT PROCESS
1659966,100100607,PERMIT - ELECTRIC WIRING
1659968,100100608,PERMIT - EASY PERMIT PROCESS
1659969,100100609,PERMIT - ELECTRIC WIRING
1659971,100100610,PERMIT - ELECTRIC WIRING
1659974,100100612,PERMIT - ELECTRIC WIRING
1659976,100100613,PERMIT - ELECTRIC WIRING
1659977,100100614,PERMIT - EASY PERMIT PROCESS
1659978,100100615,PERMIT - ELECTRIC WIRING
1659979,100100616,PERMIT - ELECTRIC WIRING
1659980,100100617,PERMIT - EASY PERMIT PROCESS
1659981,100100618,PERMIT - ELECTRIC WIRING
1659985,100100619,PERMIT - ELECTRIC WIRING
1659986,100100620,PERMIT - ELECTRIC WIRING
1659987,100100621,PERMIT - PORCH CONSTRUCTION
1659988,100100622,PERMIT - ELECTRIC WIRING
1659989,100100623,PERMIT - ELECTRIC WIRING
1659990,100100624,PERMIT - ELECTRIC WIRING
1659991,100100625,PERMIT - ELECTRIC WIRING
1660013,100100642,PERMIT - ELECTRIC WIRING
1659992,100100626,PERMIT - EASY PERMIT PROCESS
1659993,100100627,PERMIT - ELECTRIC WIRING
1659994,100100628,PERMIT - ELECTRIC WIRING
1659996,100100630,PERMIT - ELECTRIC WIRING
1659997,100100631,PERMIT - ELECTRIC WIRING
1659998,100100632,PERMIT - ELECTRIC WIRING
1659999,100100633,PERMIT - WRECKING/DEMOLITION
1660002,100100635,PERMIT - ELECTRIC WIRING
1660004,100100636,PERMIT - ELECTRIC WIRING
1660006,100100637,PERMIT - ELECTRIC WIRING
1660011,100100640,PERMIT - ELECTRIC WIRING
1660012,100100641,PERMIT - EASY PERMIT PROCESS
1660014,100100643,PERMIT - RENOVATION/ALTERATION
1660015,100100644,PERMIT - RENOVATION/ALTERATION
1660016,100100645,PERMIT - EASY PERMIT PROCESS
1660017,100100646,PERMIT - ELECTRIC WIRING
1660018,100100647,PERMIT - ELECTRIC WIRING
1660019,100100648,PERMIT - RENOVATION/ALTERATION
1660022,100100651,PERMIT - ELECTRIC WIRING
1660023,100100652,PERMIT - ELECTRIC WIRING
1660024,100100653,PERMIT - NEW CONSTRUCTION
1660026,100100655,PERMIT - RENOVATION/ALTERATION
1660056,100100681,PERMIT - ELECTRIC WIRING
1660028,100100656,PERMIT - NEW CONSTRUCTION
1660029,100100657,PERMIT - RENOVATION/ALTERATION
1660030,100100658,PERMIT - NEW CONSTRUCTION
1660032,100100659,PERMIT - NEW CONSTRUCTION
1660034,100100661,PERMIT - ELECTRIC WIRING
1660035,100100662,PERMIT - ELECTRIC WIRING
1660036,100100663,PERMIT - ELECTRIC WIRING
1660037,100100664,PERMIT - ELECTRIC WIRING
1660038,100100665,PERMIT - ELECTRIC WIRING
1660039,100100666,PERMIT - ELECTRIC WIRING
1660040,100100667,PERMIT - ELECTRIC WIRING
1660041,100100668,PERMIT - ELECTRIC WIRING
1660044,100100669,PERMIT - ELECTRIC WIRING
1660045,100100670,PERMIT - ELECTRIC WIRING
1660046,100100671,PERMIT - ELECTRIC WIRING
1660047,100100672,PERMIT - ELECTRIC WIRING
1660048,100100673,PERMIT - ELECTRIC WIRING
1660049,100100674,PERMIT - NEW CONSTRUCTION
1660050,100100675,PERMIT - ELECTRIC WIRING
1660051,100100676,PERMIT - ELECTRIC WIRING
1660052,100100677,PERMIT - ELECTRIC WIRING
1660053,100100678,PERMIT - PORCH CONSTRUCTION
1660054,100100679,PERMIT - ELECTRIC WIRING
1660055,100100680,PERMIT - ELECTRIC WIRING
1660058,100100683,PERMIT - RENOVATION/ALTERATION
1660059,100100684,PERMIT - ELECTRIC WIRING
1660060,100100685,PERMIT - ELECTRIC WIRING
1660061,100100686,PERMIT - ELECTRIC WIRING
