ID,PERMI,  PERMIT_TYPE
1634014,100081655,PERMIT - WRECKING/DEMOLITION
1634023,100081656,PERMIT - WRECKING/DEMOLITION
1634039,100081657,PERMIT - WRECKING/DEMOLITION
1634041,100081670,PERMIT - NEW CONSTRUCTION
1634357,100081676,PERMIT - ELECTRIC WIRING
1634051,100084402,PERMIT - RENOVATION/ALTERATION
1634055,100084404,PERMIT - NEW CONSTRUCTION
1634056,100084405,PERMIT - PORCH CONSTRUCTION
1634060,100084408,PERMIT - RENOVATION/ALTERATION
1634062,100084410,PERMIT - PORCH CONSTRUCTION
1634074,100084419,PERMIT - RENOVATION/ALTERATION
1634083,100084427,PERMIT - RENOVATION/ALTERATION
1634087,100084431,PERMIT - RENOVATION/ALTERATION
1634114,100084453,PERMIT - RENOVATION/ALTERATION
1634174,100084468,PERMIT - NEW CONSTRUCTION
1634181,100084471,PERMIT - RENOVATION/ALTERATION
1634211,100084483,PERMIT - RENOVATION/ALTERATION
1634216,100084487,PERMIT - ELECTRIC WIRING
1634225,100084494,PERMIT - RENOVATION/ALTERATION
1634240,100084507,PERMIT - NEW CONSTRUCTION
1634241,100084508,PERMIT - RENOVATION/ALTERATION
1634360,100084585,PERMIT - ELECTRIC WIRING
1634252,100084515,PERMIT - RENOVATION/ALTERATION
1634259,100084521,PERMIT - ELECTRIC WIRING
1634262,100084523,PERMIT - RENOVATION/ALTERATION
1634275,100084529,PERMIT - RENOVATION/ALTERATION
1634279,100084532,PERMIT - RENOVATION/ALTERATION
1634282,100084534,PERMIT - ELECTRIC WIRING
1634290,100084538,PERMIT - RENOVATION/ALTERATION
1634298,100084544,PERMIT - ELECTRIC WIRING
1634311,100084554,PERMIT - ELECTRIC WIRING
1634313,100084556,PERMIT - RENOVATION/ALTERATION
1634316,100084558,PERMIT - RENOVATION/ALTERATION
1634323,100084562,PERMIT - RENOVATION/ALTERATION
1634325,100084563,PERMIT - RENOVATION/ALTERATION
1634329,100084565,PERMIT - ELECTRIC WIRING
1634334,100084567,PERMIT - ELECTRIC WIRING
1634337,100084569,PERMIT - RENOVATION/ALTERATION
1634339,100084571,PERMIT - RENOVATION/ALTERATION
1634340,100084572,PERMIT - RENOVATION/ALTERATION
1634342,100084574,PERMIT - ELECTRIC WIRING
1634347,100084575,PERMIT - ELECTRIC WIRING
1634348,100084576,PERMIT - ELECTRIC WIRING
1634350,100084578,PERMIT - ELECTRIC WIRING
1634352,100084579,PERMIT - ELECTRIC WIRING
1634382,100084601,PERMIT - WRECKING/DEMOLITION
1634383,100084602,PERMIT - WRECKING/DEMOLITION
1634384,100084603,PERMIT - WRECKING/DEMOLITION
1634407,100084615,PERMIT - RENOVATION/ALTERATION
1634412,100084618,PERMIT - RENOVATION/ALTERATION
1634416,100084621,PERMIT - RENOVATION/ALTERATION
1634424,100084624,PERMIT - RENOVATION/ALTERATION
1634426,100084627,PERMIT - ELECTRIC WIRING
1634427,100084628,PERMIT - RENOVATION/ALTERATION
1634429,100084629,PERMIT - ELECTRIC WIRING
1634431,100084631,PERMIT - RENOVATION/ALTERATION
1634442,100084639,PERMIT - RENOVATION/ALTERATION
1634443,100084640,PERMIT - ELECTRIC WIRING
1634452,100084645,PERMIT - ELECTRIC WIRING
1634456,100084646,PERMIT - ELECTRIC WIRING
1634462,100084651,PERMIT - ELECTRIC WIRING
1634464,100084653,PERMIT - ELECTRIC WIRING
1634475,100084656,PERMIT - RENOVATION/ALTERATION
1634476,100084657,PERMIT - RENOVATION/ALTERATION
1634482,100084661,PERMIT - RENOVATION/ALTERATION
1634504,100084676,PERMIT - PORCH CONSTRUCTION
1634508,100084678,PERMIT - ELECTRIC WIRING
1634792,100084832,PERMIT - RENOVATION/ALTERATION
1634546,100084703,PERMIT - RENOVATION/ALTERATION
1634547,100084704,PERMIT - RENOVATION/ALTERATION
1634549,100084705,PERMIT - RENOVATION/ALTERATION
1634551,100084707,PERMIT - NEW CONSTRUCTION
1634556,100084712,PERMIT - NEW CONSTRUCTION
1634557,100084713,PERMIT - RENOVATION/ALTERATION
1634576,100084732,PERMIT - RENOVATION/ALTERATION
1634633,100084760,PERMIT - NEW CONSTRUCTION
1634638,100084762,PERMIT - NEW CONSTRUCTION
1634645,100084764,PERMIT - RENOVATION/ALTERATION
1634646,100084765,PERMIT - NEW CONSTRUCTION
1634649,100084767,PERMIT - PORCH CONSTRUCTION
1634656,100081655,PERMIT - RENOVATION/ALTERATION
1634667,100081656,PERMIT - PORCH CONSTRUCTION
1634671,100081657,PERMIT - WRECKING/DEMOLITION
1634802,100081670,PERMIT - ELECTRIC WIRING
1634804,100081676,PERMIT - ELECTRIC WIRING
1634674,100084779,PERMIT - NEW CONSTRUCTION
1634680,100084783,PERMIT - RENOVATION/ALTERATION
1634685,100084784,PERMIT - WRECKING/DEMOLITION
1634687,100084785,PERMIT - RENOVATION/ALTERATION
1634692,100084787,PERMIT - NEW CONSTRUCTION
1634693,100084788,PERMIT - RENOVATION/ALTERATION
1634750,100084813,PERMIT - RENOVATION/ALTERATION
1634780,100084822,PERMIT - NEW CONSTRUCTION
1634784,100084826,PERMIT - PORCH CONSTRUCTION
1634819,100084843,PERMIT - ELECTRIC WIRING
1634821,100084844,PERMIT - ELECTRIC WIRING
1634827,100084848,PERMIT - ELECTRIC WIRING
1634828,100084849,PERMIT - RENOVATION/ALTERATION
1634829,100084850,PERMIT - ELECTRIC WIRING
1634832,100084853,PERMIT - ELECTRIC WIRING
1634833,100084854,PERMIT - EASY PERMIT PROCESS
1634834,100084855,PERMIT - ELECTRIC WIRING
1634837,100084857,PERMIT - EASY PERMIT PROCESS
1634841,100084859,PERMIT - RENOVATION/ALTERATION
1634939,100084943,PERMIT - NEW CONSTRUCTION
1634844,100084861,PERMIT - NEW CONSTRUCTION
1634848,100084865,PERMIT - RENOVATION/ALTERATION
1634856,100084871,PERMIT - NEW CONSTRUCTION
1634859,100084872,PERMIT - RENOVATION/ALTERATION
1634866,100084877,PERMIT - ELECTRIC WIRING
1634867,100084878,PERMIT - RENOVATION/ALTERATION
1634870,100084880,PERMIT - PORCH CONSTRUCTION
1634879,100084883,PERMIT - PORCH CONSTRUCTION
1634890,100084889,PERMIT - RENOVATION/ALTERATION
1635920,100085575,PERMIT - ELECTRIC WIRING
1634893,100084892,PERMIT - RENOVATION/ALTERATION
1634900,100084911,PERMIT - RENOVATION/ALTERATION
1634908,100084918,PERMIT - RENOVATION/ALTERATION
1634909,100084919,PERMIT - RENOVATION/ALTERATION
1634911,100084921,PERMIT - ELECTRIC WIRING
1634918,100084928,PERMIT - RENOVATION/ALTERATION
1634924,100084932,PERMIT - RENOVATION/ALTERATION
1634937,100084941,PERMIT - RENOVATION/ALTERATION
1636155,100085698,PERMIT - ELECTRIC WIRING
1634943,100084945,PERMIT - RENOVATION/ALTERATION
1635005,100084947,PERMIT - ELECTRIC WIRING
1635020,100084967,PERMIT - RENOVATION/ALTERATION
1635021,100084968,PERMIT - ELECTRIC WIRING
1635022,100084969,PERMIT - ELECTRIC WIRING
1635023,100084970,PERMIT - ELECTRIC WIRING
1635024,100084971,PERMIT - ELECTRIC WIRING
1635025,100084972,PERMIT - ELECTRIC WIRING
1635026,100084973,PERMIT - ELECTRIC WIRING
1635028,100084975,PERMIT - RENOVATION/ALTERATION
1635029,100084976,PERMIT - RENOVATION/ALTERATION
1635030,100084977,PERMIT - NEW CONSTRUCTION
1635043,100084988,PERMIT - NEW CONSTRUCTION
1635044,100084989,PERMIT - WRECKING/DEMOLITION
1635046,100084990,PERMIT - WRECKING/DEMOLITION
1635048,100084991,PERMIT - WRECKING/DEMOLITION
1635050,100084993,PERMIT - NEW CONSTRUCTION
1635059,100084998,PERMIT - PORCH CONSTRUCTION
1635060,100084999,PERMIT - RENOVATION/ALTERATION
1635062,100085001,PERMIT - RENOVATION/ALTERATION
1635064,100085003,PERMIT - PORCH CONSTRUCTION
1635067,100085006,PERMIT - RENOVATION/ALTERATION
1635069,100085007,PERMIT - RENOVATION/ALTERATION
1635074,100085010,PERMIT - NEW CONSTRUCTION
1635089,100085017,PERMIT - RENOVATION/ALTERATION
1635094,100085021,PERMIT - RENOVATION/ALTERATION
1635099,100085025,PERMIT - RENOVATION/ALTERATION
1635107,100085029,PERMIT - RENOVATION/ALTERATION
1635113,100085033,PERMIT - NEW CONSTRUCTION
1635240,100085122,PERMIT - RENOVATION/ALTERATION
1635115,100085035,PERMIT - RENOVATION/ALTERATION
1635124,100085041,PERMIT - NEW CONSTRUCTION
1635128,100085045,PERMIT - NEW CONSTRUCTION
1635130,100085047,PERMIT - NEW CONSTRUCTION
1635132,100085049,PERMIT - RENOVATION/ALTERATION
1635133,100085050,PERMIT - NEW CONSTRUCTION
1635135,100081655,PERMIT - NEW CONSTRUCTION
1635252,100081656,PERMIT - WRECKING/DEMOLITION
1635141,100081657,PERMIT - NEW CONSTRUCTION
1635144,100081670,PERMIT - RENOVATION/ALTERATION
1635146,100081676,PERMIT - NEW CONSTRUCTION
1635147,100085062,PERMIT - RENOVATION/ALTERATION
1635152,100085064,PERMIT - NEW CONSTRUCTION
1635155,100085066,PERMIT - NEW CONSTRUCTION
1635160,100085069,PERMIT - PORCH CONSTRUCTION
1636159,100085701,PERMIT - ELECTRIC WIRING
1635161,100085070,PERMIT - NEW CONSTRUCTION
1635166,100085071,PERMIT - WRECKING/DEMOLITION
1635172,100085074,PERMIT - RENOVATION/ALTERATION
1635173,100085075,PERMIT - PORCH CONSTRUCTION
1635174,100085076,PERMIT - NEW CONSTRUCTION
1635175,100085077,PERMIT - SIGNS
1635180,100085079,PERMIT - NEW CONSTRUCTION
1635187,100085084,PERMIT - NEW CONSTRUCTION
1635313,100085164,PERMIT - EASY PERMIT PROCESS
1635193,100085087,PERMIT - RENOVATION/ALTERATION
1635194,100085088,PERMIT - RENOVATION/ALTERATION
1635197,100085090,PERMIT - RENOVATION/ALTERATION
1635198,100085091,PERMIT - NEW CONSTRUCTION
1635203,100085093,PERMIT - RENOVATION/ALTERATION
1635206,100085095,PERMIT - SIGNS
1635207,100085096,PERMIT - NEW CONSTRUCTION
1635209,100085098,PERMIT - NEW CONSTRUCTION
1635673,100085410,PERMIT - SIGNS
1635212,100085101,PERMIT - NEW CONSTRUCTION
1635217,100085104,PERMIT - NEW CONSTRUCTION
1635223,100085107,PERMIT - NEW CONSTRUCTION
1635224,100085108,PERMIT - RENOVATION/ALTERATION
1635231,100085113,PERMIT - RENOVATION/ALTERATION
1635232,100085114,PERMIT - RENOVATION/ALTERATION
1635233,100085115,PERMIT - NEW CONSTRUCTION
1635253,100085129,PERMIT - NEW CONSTRUCTION
1635256,100085132,PERMIT - NEW CONSTRUCTION
1635266,100085137,PERMIT - RENOVATION/ALTERATION
1635269,100085139,PERMIT - NEW CONSTRUCTION
1635273,100085141,PERMIT - RENOVATION/ALTERATION
1635276,100085143,PERMIT - PORCH CONSTRUCTION
1635281,100085146,PERMIT - NEW CONSTRUCTION
1635287,100085149,PERMIT - RENOVATION/ALTERATION
1635316,100085166,PERMIT - NEW CONSTRUCTION
1635324,100085171,PERMIT - RENOVATION/ALTERATION
1635327,100085174,PERMIT - RENOVATION/ALTERATION
1635329,100085175,PERMIT - RENOVATION/ALTERATION
1635336,100085182,PERMIT - NEW CONSTRUCTION
1635337,100085183,PERMIT - NEW CONSTRUCTION
1635342,100085187,PERMIT - NEW CONSTRUCTION
1635344,100085189,PERMIT - WRECKING/DEMOLITION
1635349,100085194,PERMIT - RENOVATION/ALTERATION
1635350,100085195,PERMIT - NEW CONSTRUCTION
1635351,100085196,PERMIT - NEW CONSTRUCTION
1635354,100085199,PERMIT - RENOVATION/ALTERATION
1635356,100085201,PERMIT - NEW CONSTRUCTION
1635357,100085202,PERMIT - RENOVATION/ALTERATION
1632115,100085203,PERMIT - RENOVATION/ALTERATION
1632116,100085474,PERMIT - ELECTRIC WIRING
1632118,100085206,PERMIT - RENOVATION/ALTERATION
1632119,100085235,PERMIT - RENOVATION/ALTERATION
1632123,100085236,PERMIT - RENOVATION/ALTERATION
1632134,100085243,PERMIT - RENOVATION/ALTERATION
1632141,100085246,PERMIT - RENOVATION/ALTERATION
1632142,100085247,PERMIT - RENOVATION/ALTERATION
1632143,100085248,PERMIT - PORCH CONSTRUCTION
1632154,100085255,PERMIT - ELECTRIC WIRING
1632162,100089165,PERMIT - SIGNS
1632165,100085268,PERMIT - RENOVATION/ALTERATION
1632166,100085274,PERMIT - PORCH CONSTRUCTION
1635488,100085278,PERMIT - EASY PERMIT PROCESS
1635505,100085294,PERMIT - RENOVATION/ALTERATION
1635506,100085295,PERMIT - EASY PERMIT PROCESS
1635519,100085303,PERMIT - WRECKING/DEMOLITION
1635522,100085306,PERMIT - RENOVATION/ALTERATION
1635538,100085316,PERMIT - PORCH CONSTRUCTION
1635540,100085317,PERMIT - RENOVATION/ALTERATION
1635552,100085325,PERMIT - RENOVATION/ALTERATION
1635557,100085328,PERMIT - RENOVATION/ALTERATION
1635566,100085333,PERMIT - RENOVATION/ALTERATION
1635567,100081655,PERMIT - NEW CONSTRUCTION
1635571,100081656,PERMIT - RENOVATION/ALTERATION
1635574,100081657,PERMIT - RENOVATION/ALTERATION
1635584,100081670,PERMIT - PORCH CONSTRUCTION
1635590,100081676,PERMIT - RENOVATION/ALTERATION
1635611,100085366,PERMIT - RENOVATION/ALTERATION
1635625,100085377,PERMIT - ELECTRIC WIRING
1635910,100085566,PERMIT - SIGNS
1635627,100085378,PERMIT - PORCH CONSTRUCTION
1635630,100085379,PERMIT - ELECTRIC WIRING
1635635,100085383,PERMIT - ELECTRIC WIRING
1635637,100085384,PERMIT - SIGNS
1635644,100085391,PERMIT - ELECTRIC WIRING
1635648,100085394,PERMIT - RENOVATION/ALTERATION
1635650,100085395,PERMIT - ELECTRIC WIRING
1635655,100085399,PERMIT - ELECTRIC WIRING
1635657,100085400,PERMIT - RENOVATION/ALTERATION
1635662,100085402,PERMIT - ELECTRIC WIRING
1635668,100085406,PERMIT - RENOVATION/ALTERATION
1635669,100085407,PERMIT - ELECTRIC WIRING
1635674,100085411,PERMIT - NEW CONSTRUCTION
1635677,100085413,PERMIT - SIGNS
1635680,100085414,PERMIT - ELECTRIC WIRING
1635685,100085417,PERMIT - SIGNS
1635691,100085421,PERMIT - ELECTRIC WIRING
1635698,100085424,PERMIT - ELECTRIC WIRING
1635706,100085428,PERMIT - WRECKING/DEMOLITION
1635737,100085447,PERMIT - RENOVATION/ALTERATION
1635757,100085458,PERMIT - RENOVATION/ALTERATION
1635765,100085463,PERMIT - NEW CONSTRUCTION
1635769,100085465,PERMIT - ELECTRIC WIRING
1635774,100085470,PERMIT - ELECTRIC WIRING
1635784,100085477,PERMIT - RENOVATION/ALTERATION
1635788,100085481,PERMIT - SIGNS
1635794,100085485,PERMIT - SIGNS
1635796,100085486,PERMIT - RENOVATION/ALTERATION
1635799,100085489,PERMIT - WRECKING/DEMOLITION
1635803,100085493,PERMIT - SIGNS
1635806,100085495,PERMIT - ELECTRIC WIRING
1635809,100085498,PERMIT - NEW CONSTRUCTION
1635810,100085499,PERMIT - WRECKING/DEMOLITION
1635811,100085500,PERMIT - ELECTRIC WIRING
1635812,100085501,PERMIT - ELECTRIC WIRING
1635814,100085502,PERMIT - SIGNS
1635819,100085505,PERMIT - ELECTRIC WIRING
1635830,100085512,PERMIT - NEW CONSTRUCTION
1635842,100085519,PERMIT - SIGNS
1635848,100085523,PERMIT - SIGNS
1635851,100085525,PERMIT - ELECTRIC WIRING
1635855,100085528,PERMIT - RENOVATION/ALTERATION
1635861,100085533,PERMIT - SIGNS
1635862,100085534,PERMIT - RENOVATION/ALTERATION
1635870,100085540,PERMIT - ELECTRIC WIRING
1635893,100085554,PERMIT - RENOVATION/ALTERATION
1635895,100085555,PERMIT - RENOVATION/ALTERATION
1635907,100085564,PERMIT - RENOVATION/ALTERATION
1635908,100085565,PERMIT - ELECTRIC WIRING
1635922,100085577,PERMIT - NEW CONSTRUCTION
1635923,100085578,PERMIT - ELECTRIC WIRING
1635924,100085579,PERMIT - ELECTRIC WIRING
1635926,100085581,PERMIT - ELECTRIC WIRING
1635928,100085583,PERMIT - ELECTRIC WIRING
1635929,100085584,PERMIT - ELECTRIC WIRING
1635931,100085586,PERMIT - ELECTRIC WIRING
1635933,100085587,PERMIT - ELECTRIC WIRING
1635935,100085588,PERMIT - RENOVATION/ALTERATION
1635940,100085590,PERMIT - RENOVATION/ALTERATION
1635941,100085591,PERMIT - RENOVATION/ALTERATION
1635942,100085592,PERMIT - ELECTRIC WIRING
1636032,100085617,PERMIT - WRECKING/DEMOLITION
1635945,100085595,PERMIT - RENOVATION/ALTERATION
1635946,100085596,PERMIT - RENOVATION/ALTERATION
1635947,100085597,PERMIT - NEW CONSTRUCTION
1636005,100085607,PERMIT - ELECTRIC WIRING
1636007,100085608,PERMIT - ELECTRIC WIRING
1636009,100085610,PERMIT - ELECTRIC WIRING
1636017,100085612,PERMIT - RENOVATION/ALTERATION
1636019,100085613,PERMIT - RENOVATION/ALTERATION
1636028,100085616,PERMIT - NEW CONSTRUCTION
1636206,100085738,PERMIT - ELECTRIC WIRING
1636035,100081655,PERMIT - RENOVATION/ALTERATION
1636040,100081656,PERMIT - NEW CONSTRUCTION
1636044,100081657,PERMIT - RENOVATION/ALTERATION
1636051,100081670,PERMIT - EASY PERMIT PROCESS
1636060,100081676,PERMIT - EASY PERMIT PROCESS
1636061,100085631,PERMIT - EASY PERMIT PROCESS
1636063,100085633,PERMIT - EASY PERMIT PROCESS
1636064,100085634,PERMIT - EASY PERMIT PROCESS
1636065,100085635,PERMIT - EASY PERMIT PROCESS
1636079,100085645,PERMIT - RENOVATION/ALTERATION
1636090,100085650,PERMIT - ELECTRIC WIRING
1636098,100085654,PERMIT - ELECTRIC WIRING
1636100,100085656,PERMIT - RENOVATION/ALTERATION
1636102,100085657,PERMIT - ELECTRIC WIRING
1636105,100085659,PERMIT - NEW CONSTRUCTION
1636108,100085661,PERMIT - RENOVATION/ALTERATION
1636113,100085665,PERMIT - ELECTRIC WIRING
1636119,100085670,PERMIT - ELECTRIC WIRING
1636129,100085678,PERMIT - ELECTRIC WIRING
1636136,100085684,PERMIT - RENOVATION/ALTERATION
1636142,100085688,PERMIT - ELECTRIC WIRING
1636143,100085689,PERMIT - ELECTRIC WIRING
1636160,100085702,PERMIT - PORCH CONSTRUCTION
1636164,100085706,PERMIT - ELECTRIC WIRING
1636168,100085710,PERMIT - ELECTRIC WIRING
1636173,100085714,PERMIT - ELECTRIC WIRING
1636181,100085719,PERMIT - ELECTRIC WIRING
1636183,100085720,PERMIT - ELECTRIC WIRING
1636185,100085722,PERMIT - ELECTRIC WIRING
1636189,100085726,PERMIT - ELECTRIC WIRING
1636190,100085727,PERMIT - RENOVATION/ALTERATION
1636193,100085730,PERMIT - ELECTRIC WIRING
1636194,100085731,PERMIT - ELECTRIC WIRING
1636198,100085732,PERMIT - ELECTRIC WIRING
1636202,100085734,PERMIT - ELECTRIC WIRING
1636207,100085739,PERMIT - ELECTRIC WIRING
1636208,100085740,PERMIT - ELECTRIC WIRING
1636209,100085741,PERMIT - ELECTRIC WIRING
1636210,100085742,PERMIT - ELECTRIC WIRING
1636213,100085744,PERMIT - RENOVATION/ALTERATION
1636214,100085745,PERMIT - ELECTRIC WIRING
1636218,100085749,PERMIT - RENOVATION/ALTERATION
1636223,100085754,PERMIT - ELECTRIC WIRING
1636225,100085755,PERMIT - ELEVATOR EQUIPMENT
1636226,100085756,PERMIT - ELECTRIC WIRING
1636227,100085757,PERMIT - ELECTRIC WIRING
1636338,100085851,PERMIT - ELECTRIC WIRING
1636231,100085760,PERMIT - ELECTRIC WIRING
1636232,100085761,PERMIT - ELECTRIC WIRING
1636235,100085764,PERMIT - ELECTRIC WIRING
1636238,100085767,PERMIT - NEW CONSTRUCTION
1636239,100085768,PERMIT - ELECTRIC WIRING
1636240,100085769,PERMIT - PORCH CONSTRUCTION
1636242,100085771,PERMIT - ELECTRIC WIRING
1636244,100085773,PERMIT - NEW CONSTRUCTION
1636250,100085777,PERMIT - ELECTRIC WIRING
1636251,100085778,PERMIT - ELECTRIC WIRING
1636254,100085780,PERMIT - ELECTRIC WIRING
1636259,100085785,PERMIT - ELECTRIC WIRING
1636262,100085788,PERMIT - ELECTRIC WIRING
1636267,100085792,PERMIT - ELECTRIC WIRING
1636271,100085796,PERMIT - ELECTRIC WIRING
1636275,100085799,PERMIT - ELECTRIC WIRING
1636278,100085801,PERMIT - ELECTRIC WIRING
1636281,100085804,PERMIT - ELECTRIC WIRING
1636283,100085806,PERMIT - ELECTRIC WIRING
1636287,100085809,PERMIT - ELECTRIC WIRING
1636288,100085810,PERMIT - ELECTRIC WIRING
1636290,100085812,PERMIT - ELECTRIC WIRING
1636291,100085813,PERMIT - ELEVATOR EQUIPMENT
1636292,100085814,PERMIT - ELECTRIC WIRING
1636293,100085815,PERMIT - ELECTRIC WIRING
1636294,100085816,PERMIT - ELECTRIC WIRING
1636296,100085818,PERMIT - ELECTRIC WIRING
01-04-2006,100085820,PERMIT - ELECTRIC WIRING
1636299,100085821,PERMIT - ELECTRIC WIRING
1636301,100085823,PERMIT - RENOVATION/ALTERATION
1636302,100085824,PERMIT - EASY PERMIT PROCESS
1632115,100085825,PERMIT - ELECTRIC WIRING
1632116,100085827,PERMIT - ELECTRIC WIRING
1632118,100081655,PERMIT - ELECTRIC WIRING
1632119,100081656,PERMIT - ELECTRIC WIRING
1632123,100081657,PERMIT - ELEVATOR EQUIPMENT
1632134,100081670,PERMIT - ELECTRIC WIRING
1632141,100081676,PERMIT - PORCH CONSTRUCTION
1632142,100085834,PERMIT - ELECTRIC WIRING
1632143,100085835,PERMIT - ELECTRIC WIRING
1632154,100085838,PERMIT - ELECTRIC WIRING
1632162,100085840,PERMIT - RENOVATION/ALTERATION
1632165,100085841,PERMIT - ELECTRIC WIRING
1632166,100085845,PERMIT - ELECTRIC WIRING
1636334,100085848,PERMIT - ELECTRIC WIRING
1636336,100085849,PERMIT - ELECTRIC WIRING
1636340,100085853,PERMIT - ELECTRIC WIRING
1636345,100085856,PERMIT - ELECTRIC WIRING
1636348,100085857,PERMIT - RENOVATION/ALTERATION
1636350,100085859,PERMIT - ELECTRIC WIRING
1636352,100085860,PERMIT - ELECTRIC WIRING
1636358,100085862,PERMIT - ELECTRIC WIRING
1636371,100085870,PERMIT - ELECTRIC WIRING
1636373,100085871,PERMIT - WRECKING/DEMOLITION
1636374,100085872,PERMIT - ELECTRIC WIRING
1636378,100085875,PERMIT - ELECTRIC WIRING
1636379,100085876,PERMIT - RENOVATION/ALTERATION
1636382,100085878,PERMIT - RENOVATION/ALTERATION
1636383,100085879,PERMIT - ELECTRIC WIRING
1636386,100085881,PERMIT - ELECTRIC WIRING
1636394,100085885,PERMIT - RENOVATION/ALTERATION
1636399,100085888,PERMIT - ELECTRIC WIRING
1636402,100085889,PERMIT - ELECTRIC WIRING
1636406,100085893,PERMIT - ELECTRIC WIRING
1636414,100085901,PERMIT - RENOVATION/ALTERATION
1636418,100085905,PERMIT - RENOVATION/ALTERATION
1636427,100085913,PERMIT - RENOVATION/ALTERATION
1636433,100085919,PERMIT - NEW CONSTRUCTION
1636560,100086006,PERMIT - ELECTRIC WIRING
1636436,100085922,PERMIT - EASY PERMIT PROCESS
1636441,100085926,PERMIT - PORCH CONSTRUCTION
1636442,100085927,PERMIT - PORCH CONSTRUCTION
1636459,100085942,PERMIT - NEW CONSTRUCTION
1636468,100085949,PERMIT - RENOVATION/ALTERATION
1636471,100085952,PERMIT - RENOVATION/ALTERATION
1636472,100085953,PERMIT - PORCH CONSTRUCTION
1636473,100085954,PERMIT - RENOVATION/ALTERATION
1636474,100085955,PERMIT - RENOVATION/ALTERATION
1636520,100085967,PERMIT - NEW CONSTRUCTION
1636521,100085968,PERMIT - RENOVATION/ALTERATION
1636529,100085989,PERMIT - RENOVATION/ALTERATION
1636533,100085992,PERMIT - NEW CONSTRUCTION
1636534,100085993,PERMIT - NEW CONSTRUCTION
1636542,100085997,PERMIT - ELECTRIC WIRING
1636552,100086002,PERMIT - ELECTRIC WIRING
1636556,100086005,PERMIT - PORCH CONSTRUCTION
1636562,100086008,PERMIT - RENOVATION/ALTERATION
1636565,100086010,PERMIT - NEW CONSTRUCTION
1636567,100086012,PERMIT - NEW CONSTRUCTION
1636573,100086014,PERMIT - PORCH CONSTRUCTION
1636583,100086024,PERMIT - NEW CONSTRUCTION
1636586,100086027,PERMIT - PORCH CONSTRUCTION
1636590,100086030,PERMIT - ELECTRIC WIRING
1636592,100086031,PERMIT - RENOVATION/ALTERATION
1636597,100086034,PERMIT - ELECTRIC WIRING
1636621,100086050,PERMIT - PORCH CONSTRUCTION
1636625,100086053,PERMIT - EASY PERMIT PROCESS
1636647,100086069,PERMIT - WRECKING/DEMOLITION
1636658,100086079,PERMIT - RENOVATION/ALTERATION
1636660,100086080,PERMIT - WRECKING/DEMOLITION
1636663,100086082,PERMIT - RENOVATION/ALTERATION
1636664,100086083,PERMIT - ELECTRIC WIRING
1636686,100086101,PERMIT - RENOVATION/ALTERATION
1636692,100086105,PERMIT - ELECTRIC WIRING
1636693,100086106,PERMIT - ELECTRIC WIRING
1636698,100086110,PERMIT - ELECTRIC WIRING
1636701,100086112,PERMIT - ELECTRIC WIRING
1636729,100086136,PERMIT - RENOVATION/ALTERATION
1636734,100086140,PERMIT - RENOVATION/ALTERATION
1636741,100086147,PERMIT - RENOVATION/ALTERATION
1636747,100086152,PERMIT - NEW CONSTRUCTION
1636748,100086153,PERMIT - NEW CONSTRUCTION
1636786,100086186,PERMIT - EASY PERMIT PROCESS
1636798,100086195,PERMIT - RENOVATION/ALTERATION
1636805,100086201,PERMIT - WRECKING/DEMOLITION
1636808,100086203,PERMIT - RENOVATION/ALTERATION
1636814,100086208,PERMIT - WRECKING/DEMOLITION
1636816,100086209,PERMIT - WRECKING/DEMOLITION
1636818,100086211,PERMIT - WRECKING/DEMOLITION
1636819,100086212,PERMIT - WRECKING/DEMOLITION
1636821,100086214,PERMIT - WRECKING/DEMOLITION
1636829,100086220,PERMIT - ELECTRIC WIRING
1636830,100086221,PERMIT - NEW CONSTRUCTION
1636835,100086225,PERMIT - PORCH CONSTRUCTION
1636839,100086229,PERMIT - EASY PERMIT PROCESS
1636840,100086230,PERMIT - PORCH CONSTRUCTION
1636858,100086239,PERMIT - NEW CONSTRUCTION
1636859,100086240,PERMIT - PORCH CONSTRUCTION
1636862,100086243,PERMIT - RENOVATION/ALTERATION
1636901,100086247,PERMIT - RENOVATION/ALTERATION
1636920,100086255,PERMIT - RENOVATION/ALTERATION
1636927,100086258,PERMIT - RENOVATION/ALTERATION
1636936,100086262,PERMIT - RENOVATION/ALTERATION
1636940,100086264,PERMIT - RENOVATION/ALTERATION
1636953,100086272,PERMIT - ELECTRIC WIRING
1636954,100086273,PERMIT - EASY PERMIT PROCESS
1636980,100086283,PERMIT - PORCH CONSTRUCTION
1636984,100086284,PERMIT - PORCH CONSTRUCTION
1636987,100086286,PERMIT - RENOVATION/ALTERATION
1636992,100086289,PERMIT - PORCH CONSTRUCTION
1636999,100086293,PERMIT - EASY PERMIT PROCESS
1637000,100086294,PERMIT - PORCH CONSTRUCTION
1637001,100086295,PERMIT - NEW CONSTRUCTION
1637002,100086296,PERMIT - ELECTRIC WIRING
1637014,100086303,PERMIT - EASY PERMIT PROCESS
1637157,100086391,PERMIT - RENOVATION/ALTERATION
1637015,100086304,PERMIT - EASY PERMIT PROCESS
1637027,100086312,PERMIT - PORCH CONSTRUCTION
1637030,100086314,PERMIT - ELECTRIC WIRING
1637031,100086315,PERMIT - PORCH CONSTRUCTION
1637041,100086318,PERMIT - ELECTRIC WIRING
